Horse trot, 24 minutes, E
Horse trot, 9 hours 57 minutes, E
Walk, 3 hours 36 minutes, S
Run, 4 hours 46 minutes, W
Elephant ride, 23 minutes, SE
Horse trot, 7 hours 39 minutes, NW
Horse gallop, 52 minutes, NE
Run, 4 hours 52 minutes, N
Horse trot, 5 hours 31 minutes, NW
Horse trot, 57 minutes, W
Horse trot, 10 hours 43 minutes, NE
Elephant ride, 36 minutes, NW
Horse trot, 34 minutes, N
Run, 57 minutes, SW
Horse gallop, 2 hours 45 minutes, SW
Horse gallop, 40 minutes, NW
Run, 16 minutes, N
Horse trot, 4 hours 11 minutes, S
Elephant ride, 34 minutes, SW
Run, 52 minutes, SW
Elephant ride, 5 hours 40 minutes, SE
Run, 8 hours 25 minutes, SW
Run, 9 hours 2 minutes, E
Horse trot, 38 minutes, SE
Horse trot, 9 hours 43 minutes, SW
Run, 36 minutes, SE
Run, 10 minutes, N
Horse trot, 24 minutes, S
Elephant ride, 17 minutes, W
Elephant ride, 34 minutes, SW
Horse gallop, 8 minutes, NE
Horse trot, 21 minutes, E
Run, 5 hours 35 minutes, W
Run, 46 minutes, NW
Run, 25 minutes, S
Horse trot, 7 hours 41 minutes, E
Elephant ride, 36 minutes, SE
Run, 29 minutes, E
Horse gallop, 10 hours 34 minutes, S
Run, 56 minutes, SE
Elephant ride, 35 minutes, N
Horse gallop, 1 hour 25 minutes, S
Horse trot, 3 minutes, SE
Walk, 42 minutes, S
Horse gallop, 21 minutes, S
Horse trot, 6 hours 53 minutes, E
Run, 54 minutes, NW
Horse gallop, 5 minutes, SE
Walk, 15 minutes, W
Horse trot, 57 minutes, N
Horse trot, 6 hours 31 minutes, SE
Horse trot, 1 hour 4 minutes, NE
Horse gallop, 10 hours 6 minutes, NW
Run, 29 minutes, SW
Run, 2 minutes, E
Walk, 2 hours 31 minutes, N
Horse gallop, 30 minutes, SW
Horse trot, 43 minutes, SE
Horse trot, 9 hours 8 minutes, SW
Horse trot, 1 hour 28 minutes, SW
Run, 1 hour 13 minutes, S
Run, 10 hours 44 minutes, NE
Horse trot, 7 hours 43 minutes, W
Horse trot, 20 minutes, NE
Walk, 12 minutes, N
Run, 6 hours 21 minutes, S
Elephant ride, 2 hours 3 minutes, SE
Horse trot, 16 minutes, E
Horse gallop, 34 minutes, SW
Run, 7 hours 4 minutes, NW
Horse trot, 18 minutes, SE
Walk, 52 minutes, NW
Elephant ride, 11 minutes, N
Horse gallop, 54 minutes, NW
Walk, 7 hours 45 minutes, S
Horse gallop, 2 hours 55 minutes, SW
Horse gallop, 8 hours 26 minutes, N
Horse gallop, 28 minutes, SE
Run, 3 hours 2 minutes, NE
Run, 5 hours 47 minutes, SW
Horse trot, 8 hours 41 minutes, NW
Walk, 8 hours 17 minutes, SE
Walk, 36 minutes, SW
Horse trot, 20 minutes, W
Horse gallop, 28 minutes, S
Run, 19 minutes, S
Run, 41 minutes, N
Walk, 10 minutes, W
Horse gallop, 41 minutes, SE
Walk, 35 minutes, NW
Walk, 34 minutes, W
Horse trot, 2 hours 12 minutes, NE
Run, 5 hours 9 minutes, NW
Horse gallop, 32 minutes, SE
Walk, 51 minutes, N
Elephant ride, 10 hours 22 minutes, S
Horse trot, 4 hours 54 minutes, NW
Elephant ride, 25 minutes, NW
Horse trot, 13 minutes, W
Run, 5 hours 22 minutes, W
Elephant ride, 1 hour 54 minutes, E
Elephant ride, 7 hours 21 minutes, NW
Walk, 36 minutes, E
Walk, 13 minutes, S
Run, 9 hours 53 minutes, W
Horse trot, 30 minutes, SE
Elephant ride, 8 hours 33 minutes, SE
Run, 58 minutes, S
Horse trot, 7 hours 57 minutes, NW
Run, 24 minutes, S
Walk, 56 minutes, NE
Walk, 6 hours 51 minutes, NW
Elephant ride, 2 hours 27 minutes, W
Walk, 4 hours 20 minutes, E
Run, 4 hours 37 minutes, S
Run, 10 hours 56 minutes, N
Run, 8 hours 17 minutes, W
Elephant ride, 3 hours 14 minutes, SE
Run, 2 minutes, NE
Horse gallop, 58 minutes, NW
Horse trot, 10 hours 13 minutes, W
Run, 9 hours 44 minutes, SW
Walk, 23 minutes, N
Walk, 50 minutes, SW
Run, 54 minutes, S
Run, 25 minutes, S
Horse gallop, 1 hour 3 minutes, SW
Run, 6 hours 8 minutes, SE
Walk, 7 hours 42 minutes, NE
Run, 35 minutes, SE
Walk, 10 hours 48 minutes, S
Walk, 7 hours 24 minutes, E
Horse gallop, 1 hour 23 minutes, N
Elephant ride, 14 minutes, W
Walk, 1 hour 31 minutes, N
Run, 1 hour 35 minutes, NE
Walk, 8 minutes, SW
Walk, 10 minutes, N
Run, 44 minutes, W
Run, 17 minutes, S
Horse trot, 56 minutes, E
Elephant ride, 29 minutes, E
Horse gallop, 8 hours 2 minutes, SW
Run, 24 minutes, SW
Elephant ride, 2 hours 26 minutes, S
Walk, 21 minutes, SE
Run, 1 hour 22 minutes, W
Horse trot, 23 minutes, E
Run, 3 hours 37 minutes, NW
Run, 1 hour 36 minutes, NW
Walk, 12 minutes, NW
Walk, 4 hours 10 minutes, E
Elephant ride, 3 minutes, NE
Run, 10 hours 52 minutes, S
Horse gallop, 5 hours 31 minutes, N
Elephant ride, 1 hour 24 minutes, W
Walk, 5 hours 39 minutes, NE
Walk, 46 minutes, E
Elephant ride, 3 minutes, NW
Horse gallop, 54 minutes, SW
Run, 5 hours 53 minutes, E
Horse trot, 2 hours 32 minutes, N
Walk, 10 hours 6 minutes, NW
Elephant ride, 40 minutes, N
Horse trot, 41 minutes, E
Horse gallop, 46 minutes, NW
Horse gallop, 26 minutes, N
Run, 14 minutes, SE
Horse trot, 14 minutes, W
Elephant ride, 9 hours 20 minutes, SW
Horse gallop, 5 minutes, W
Walk, 2 hours 37 minutes, E
Elephant ride, 48 minutes, N
Horse gallop, 57 minutes, NE
Horse trot, 15 minutes, NE
Run, 7 hours 17 minutes, W
Horse gallop, 7 minutes, N
Horse gallop, 49 minutes, S
Horse gallop, 45 minutes, NE
Horse trot, 21 minutes, S
Horse trot, 10 hours 36 minutes, E
Run, 10 minutes, W
Horse gallop, 46 minutes, N
Horse trot, 1 hour 1 minute, W
Walk, 35 minutes, SW
Horse trot, 3 hours 9 minutes, E
Run, 2 hours 7 minutes, NE
Elephant ride, 51 minutes, W
Horse gallop, 3 minutes, W
Run, 27 minutes, S
Horse gallop, 50 minutes, NW
Run, 7 hours 37 minutes, S
Walk, 35 minutes, NE
Elephant ride, 10 minutes, W
Walk, 45 minutes, NW
Walk, 26 minutes, SE
Walk, 19 minutes, SE
Elephant ride, 31 minutes, SE
Horse trot, 9 hours 56 minutes, E
Run, 9 hours 29 minutes, N
Run, 45 minutes, SE
Run, 10 minutes, E
Walk, 9 hours 49 minutes, E
Run, 4 hours 20 minutes, S
Elephant ride, 5 hours 17 minutes, S
Walk, 40 minutes, NE
Horse gallop, 38 minutes, SW
Elephant ride, 8 hours 19 minutes, W
Horse trot, 25 minutes, SE
Horse trot, 7 hours 40 minutes, NW
Elephant ride, 2 hours 52 minutes, SE
Run, 10 hours 57 minutes, SW
Elephant ride, 6 hours 24 minutes, E
Elephant ride, 19 minutes, W
Horse trot, 23 minutes, NW
Elephant ride, 7 hours 8 minutes, NE
Horse gallop, 9 hours 21 minutes, NW
Horse gallop, 13 minutes, SW
Horse trot, 4 minutes, W
Elephant ride, 57 minutes, SW
Horse gallop, 5 hours, N
Horse trot, 5 hours 21 minutes, N
Horse gallop, 19 minutes, SW
Horse trot, 17 minutes, S
Horse gallop, 7 hours 42 minutes, S
Walk, 1 hour 31 minutes, SE
Walk, 5 hours 48 minutes, SE
Horse trot, 18 minutes, SE
Horse trot, 15 minutes, SE
Horse trot, 3 minutes, E
Horse trot, 10 hours 22 minutes, NE
Walk, 1 hour 41 minutes, NE
Elephant ride, 2 hours 26 minutes, E
Horse trot, 2 hours 34 minutes, NE
Run, 5 hours 47 minutes, E
Walk, 2 hours, N
Horse gallop, 12 minutes, E
Horse gallop, 1 hour 4 minutes, NW
Horse trot, 1 hour 26 minutes, S
Horse gallop, 13 minutes, SW
Elephant ride, 37 minutes, E
Horse gallop, 7 hours 51 minutes, W
Walk, 1 hour, NW
Horse gallop, 7 minutes, W
Elephant ride, 12 minutes, NE
Horse trot, 15 minutes, E
Run, 6 hours, NW
Horse trot, 10 hours 19 minutes, SE
Walk, 56 minutes, NE
Elephant ride, 18 minutes, NW
Horse trot, 2 hours 31 minutes, E
Walk, 41 minutes, NE
Walk, 10 minutes, E
Elephant ride, 12 minutes, E
Horse gallop, 1 hour 30 minutes, SE
Horse trot, 4 minutes, N
Elephant ride, 12 minutes, W
Elephant ride, 2 hours 1 minute, S
Horse gallop, 9 hours 17 minutes, E
Walk, 19 minutes, NE
Horse trot, 8 hours 14 minutes, E
Walk, 45 minutes, N
Walk, 10 hours 55 minutes, NE
Horse gallop, 3 hours 15 minutes, S
Horse gallop, 25 minutes, SE
Horse trot, 50 minutes, W
Elephant ride, 5 hours 44 minutes, E
Walk, 6 hours 32 minutes, E
Elephant ride, 45 minutes, W
Horse gallop, 27 minutes, NE
Run, 55 minutes, SE
Horse trot, 46 minutes, E
Horse gallop, 6 hours 38 minutes, SE
Walk, 44 minutes, SW
Horse gallop, 4 hours 52 minutes, SE
Walk, 13 minutes, W
Run, 49 minutes, E
Horse trot, 1 hour 55 minutes, E
Elephant ride, 1 hour 36 minutes, S
Elephant ride, 23 minutes, E
Walk, 8 hours 15 minutes, N
Walk, 28 minutes, SW
Run, 10 hours 16 minutes, SW
Walk, 6 hours 59 minutes, NW
Run, 42 minutes, S
Horse gallop, 21 minutes, SW
Walk, 8 hours 2 minutes, W
Run, 30 minutes, NW
Elephant ride, 4 hours 48 minutes, NW
Walk, 25 minutes, SE
Run, 6 hours 48 minutes, W
Horse gallop, 6 hours 16 minutes, SE
Horse trot, 7 hours 41 minutes, NE
Horse trot, 56 minutes, N
Run, 41 minutes, E
Walk, 16 minutes, SW
Horse trot, 10 hours 28 minutes, W
Horse trot, 39 minutes, W
Horse gallop, 37 minutes, NE
Walk, 5 hours 37 minutes, SW
Walk, 4 hours, SW
Elephant ride, 2 hours 46 minutes, S
Run, 6 hours 39 minutes, NW
Run, 8 minutes, NE
Horse gallop, 1 hour, SW
Horse trot, 8 minutes, N
Run, 14 minutes, W
Walk, 8 hours 13 minutes, NE
Walk, 5 hours 40 minutes, SE
Horse trot, 8 hours, S
Horse trot, 7 hours 49 minutes, N
Horse trot, 13 minutes, E
Elephant ride, 16 minutes, SE
Run, 19 minutes, NW
Walk, 2 hours 59 minutes, SW
Walk, 6 hours 28 minutes, SW
Run, 1 hour 1 minute, SE
Walk, 44 minutes, S
Walk, 37 minutes, E
Elephant ride, 2 hours 24 minutes, W
Horse trot, 18 minutes, SE
Elephant ride, 8 hours 40 minutes, W
Elephant ride, 49 minutes, E
Horse gallop, 1 hour 58 minutes, SE
Elephant ride, 43 minutes, SE
Horse trot, 29 minutes, S
Walk, 6 hours 58 minutes, SW
Elephant ride, 4 hours 16 minutes, SW
Elephant ride, 26 minutes, NE
Horse gallop, 20 minutes, NE
Horse gallop, 2 hours 34 minutes, SE
Horse gallop, 5 hours 32 minutes, N
Horse gallop, 9 hours 15 minutes, NE
Horse trot, 10 hours 39 minutes, W
Horse gallop, 6 hours 22 minutes, N
Elephant ride, 6 hours 44 minutes, NE
Horse gallop, 10 minutes, E
Horse gallop, 32 minutes, SW
Horse trot, 2 hours 2 minutes, NE
Elephant ride, 29 minutes, S
Horse gallop, 10 hours 59 minutes, W
Horse gallop, 6 hours, SW
Horse gallop, 45 minutes, S
Elephant ride, 49 minutes, N
Horse gallop, 58 minutes, NE
Walk, 3 hours 13 minutes, SE
Horse trot, 42 minutes, NE
Walk, 43 minutes, W
Elephant ride, 35 minutes, SW
Elephant ride, 10 hours 56 minutes, S
Run, 14 minutes, E
Horse gallop, 4 hours 20 minutes, NE
Horse trot, 38 minutes, SE
Walk, 33 minutes, NE
Walk, 9 minutes, E
Horse trot, 27 minutes, SE
Horse gallop, 10 hours 42 minutes, S
Horse trot, 6 hours 14 minutes, NE
Horse trot, 7 hours 44 minutes, E
Run, 31 minutes, SE
Elephant ride, 1 hour 55 minutes, SW
Elephant ride, 21 minutes, W
Horse gallop, 1 hour 22 minutes, S
Elephant ride, 10 minutes, SE
Elephant ride, 7 hours 28 minutes, NE
Horse gallop, 5 hours 20 minutes, SE
Horse gallop, 2 hours 50 minutes, NW
Horse trot, 4 hours 1 minute, W
Horse trot, 25 minutes, SE
Horse trot, 20 minutes, E
Horse gallop, 38 minutes, E
Horse trot, 5 hours 11 minutes, NE
Run, 24 minutes, NW
Run, 52 minutes, W
Horse trot, 1 hour 46 minutes, W
Horse gallop, 1 minute, NW
Run, 8 hours 16 minutes, S
Run, 1 minute, E
Walk, 48 minutes, S
Walk, 9 hours 2 minutes, NW
Horse trot, 2 hours 20 minutes, E
Horse gallop, 5 hours 24 minutes, N
Horse gallop, 58 minutes, NW
Horse gallop, 5 hours 51 minutes, NE
Elephant ride, 46 minutes, NE
Run, 8 hours 13 minutes, SE
Horse trot, 37 minutes, S
Walk, 1 hour 15 minutes, E
Horse trot, 9 hours 36 minutes, NW
Walk, 43 minutes, NE
Run, 6 hours 13 minutes, NE
Horse trot, 5 hours 10 minutes, SW
Horse gallop, 54 minutes, E
Elephant ride, 12 minutes, SW
Run, 37 minutes, NW
Walk, 11 minutes, N
Run, 7 hours 2 minutes, SE
Walk, 33 minutes, S
Horse trot, 9 hours 34 minutes, SW
Walk, 8 minutes, SE
Run, 6 minutes, W
Run, 10 minutes, SW
Horse gallop, 29 minutes, S
Horse gallop, 1 hour 9 minutes, W
Horse trot, 36 minutes, NW
Elephant ride, 8 hours 36 minutes, E
Walk, 10 hours 32 minutes, W
Horse trot, 9 hours 27 minutes, SE
Horse gallop, 55 minutes, W
Elephant ride, 10 minutes, NE
Walk, 6 hours 44 minutes, S
Horse gallop, 48 minutes, SW
Elephant ride, 7 hours 5 minutes, SE
Walk, 8 hours 10 minutes, W
Horse trot, 46 minutes, N
Run, 21 minutes, NW
Walk, 5 hours 3 minutes, SW
Run, 15 minutes, N
Horse gallop, 9 hours 34 minutes, S
Horse gallop, 18 minutes, SE
Walk, 5 hours 30 minutes, N
Run, 4 hours 12 minutes, SE
Walk, 10 minutes, S
Walk, 1 hour 21 minutes, SE
Elephant ride, 7 hours 7 minutes, N
Run, 10 hours 39 minutes, N
Walk, 11 minutes, W
Run, 33 minutes, S
Elephant ride, 2 hours 49 minutes, W
Walk, 11 minutes, N
Horse trot, 58 minutes, SW
Run, 10 hours 11 minutes, S
Walk, 47 minutes, W
Horse gallop, 4 hours 51 minutes, W
Run, 6 hours 34 minutes, SE
Run, 27 minutes, NE
Run, 3 hours 49 minutes, NW
Elephant ride, 9 hours 23 minutes, S
Horse gallop, 6 hours 22 minutes, NE
Horse trot, 9 hours 19 minutes, W
Horse gallop, 4 hours 3 minutes, E
Walk, 43 minutes, SE
Horse trot, 4 hours 46 minutes, SW
Run, 47 minutes, SE
Horse gallop, 6 minutes, NE
Run, 2 hours 54 minutes, N
Horse trot, 34 minutes, SW
Horse trot, 57 minutes, N
Run, 8 hours 58 minutes, W
Elephant ride, 5 hours 50 minutes, SW
Horse trot, 58 minutes, NE
Horse trot, 36 minutes, SW
Elephant ride, 8 hours 54 minutes, SE
Run, 10 hours 57 minutes, N
Walk, 8 minutes, SE
Run, 9 minutes, S
Horse gallop, 6 hours 6 minutes, SE
Horse trot, 1 hour 46 minutes, SW
Elephant ride, 27 minutes, SE
Walk, 10 minutes, W
Walk, 4 minutes, NW
Walk, 16 minutes, N
Run, 2 hours 37 minutes, S
Horse trot, 26 minutes, E
Horse gallop, 6 hours 24 minutes, E
Walk, 3 hours 42 minutes, NW
Horse trot, 20 minutes, SW
Elephant ride, 6 hours 29 minutes, N
Run, 10 hours 8 minutes, E
Horse trot, 3 minutes, E
Walk, 22 minutes, S
Horse gallop, 23 minutes, NE
Walk, 8 hours 57 minutes, NE
Walk, 24 minutes, S
Elephant ride, 52 minutes, SE
Horse trot, 6 hours 56 minutes, W
Run, 1 minute, NE
Elephant ride, 18 minutes, SW
Horse gallop, 8 hours 29 minutes, NW
Horse trot, 6 hours 1 minute, S
Horse gallop, 47 minutes, S
Elephant ride, 7 hours 42 minutes, NW
Elephant ride, 4 minutes, W
Horse gallop, 58 minutes, N
Walk, 2 minutes, SE
Horse trot, 14 minutes, SE
Elephant ride, 1 hour 12 minutes, W
Horse trot, 10 hours 19 minutes, N
Horse trot, 23 minutes, N
Horse gallop, 46 minutes, E
Elephant ride, 38 minutes, SW
Horse gallop, 6 hours 53 minutes, W
Elephant ride, 8 hours 2 minutes, S
Horse gallop, 10 hours 7 minutes, NW
Horse gallop, 29 minutes, NW
Horse gallop, 2 minutes, SW
Horse gallop, 10 hours 49 minutes, NE
Horse trot, 6 hours 42 minutes, W
Run, 8 hours, W
Walk, 7 hours 28 minutes, S
Horse gallop, 51 minutes, SW
Run, 2 hours 27 minutes, E
Horse gallop, 6 hours 37 minutes, SE
Run, 7 minutes, S
Walk, 2 hours 57 minutes, W
Elephant ride, 24 minutes, S
Run, 13 minutes, SW
Horse gallop, 2 minutes, NW
Horse gallop, 9 hours 24 minutes, E
Horse gallop, 55 minutes, W
Walk, 26 minutes, E
Elephant ride, 54 minutes, S
Horse trot, 11 minutes, S
Horse gallop, 8 minutes, SW
Run, 55 minutes, SE
Horse trot, 37 minutes, NW
Walk, 2 hours 27 minutes, E
Run, 14 minutes, NE
Run, 18 minutes, SW
Horse trot, 11 minutes, NW
Walk, 2 minutes, NW
Horse gallop, 3 hours 14 minutes, S
Horse gallop, 47 minutes, NE
Elephant ride, 1 hour 56 minutes, N
Run, 5 hours 10 minutes, SW
Elephant ride, 30 minutes, SW
Horse trot, 10 hours 8 minutes, NE
Horse gallop, 10 minutes, S
Horse trot, 8 hours 35 minutes, S
Walk, 8 hours 56 minutes, NE
Horse trot, 39 minutes, N
Horse trot, 3 hours, SE
Run, 3 minutes, SE
Horse trot, 9 hours 58 minutes, E
Horse trot, 1 hour 50 minutes, SE
Horse trot, 7 hours 49 minutes, E
Horse trot, 5 hours 55 minutes, E
Run, 12 minutes, S
Horse trot, 16 minutes, S
Run, 24 minutes, N
Horse trot, 4 minutes, E
Elephant ride, 5 hours 45 minutes, E
Run, 23 minutes, NW
Run, 7 hours 12 minutes, SW
Horse trot, 16 minutes, NE
Run, 22 minutes, NE
Horse trot, 39 minutes, S
Horse trot, 3 hours 22 minutes, E
Horse gallop, 37 minutes, SW
Horse gallop, 7 hours 53 minutes, W
Walk, 35 minutes, NW
Elephant ride, 49 minutes, W
Run, 2 hours 18 minutes, SE
Horse gallop, 3 hours 54 minutes, SE
Elephant ride, 6 hours 31 minutes, SE
Horse trot, 45 minutes, SE
Horse trot, 6 hours, NW
Run, 53 minutes, W
Horse gallop, 8 hours 26 minutes, NE
Horse gallop, 7 hours 54 minutes, S
Elephant ride, 27 minutes, SE
Horse gallop, 9 hours 49 minutes, E
Horse trot, 10 hours 54 minutes, E
Elephant ride, 10 hours 30 minutes, NE
Horse gallop, 18 minutes, NE
Run, 39 minutes, SE
Horse trot, 7 hours 50 minutes, SE
Run, 8 hours 11 minutes, W
Elephant ride, 28 minutes, N
Horse trot, 5 hours 22 minutes, E
Elephant ride, 2 hours 50 minutes, E
Run, 40 minutes, NE
Run, 37 minutes, NE
Horse gallop, 57 minutes, S
Horse gallop, 1 minute, NE
Horse trot, 2 hours 54 minutes, S
Run, 10 hours 58 minutes, SW
Elephant ride, 35 minutes, E
Run, 3 hours 15 minutes, S
Walk, 1 hour 47 minutes, E
Walk, 31 minutes, SW
Run, 8 hours 45 minutes, SE
Horse gallop, 6 minutes, E
Run, 16 minutes, E
Horse trot, 9 hours 39 minutes, W
Elephant ride, 2 hours 23 minutes, SE
Walk, 10 hours, S
Run, 5 hours 7 minutes, E
Run, 9 minutes, SE
Horse trot, 51 minutes, SW
Run, 36 minutes, N
Walk, 8 hours 20 minutes, NE
Walk, 6 hours 18 minutes, W
Run, 31 minutes, S
Run, 6 hours 23 minutes, SE
Horse trot, 32 minutes, NW
Elephant ride, 1 hour 15 minutes, N
Elephant ride, 15 minutes, N
Elephant ride, 6 hours 26 minutes, W
Elephant ride, 35 minutes, SE
Run, 26 minutes, SE
Run, 37 minutes, SW
Horse gallop, 9 hours 15 minutes, N
Run, 54 minutes, N
Run, 7 hours 45 minutes, SW
Walk, 9 hours 5 minutes, NE
Horse trot, 4 hours 27 minutes, SE
Horse trot, 4 hours 15 minutes, SE
Elephant ride, 54 minutes, NE
Elephant ride, 57 minutes, SW
Walk, 15 minutes, NE
Elephant ride, 17 minutes, W
Walk, 3 minutes, N
Elephant ride, 1 hour 31 minutes, E
Walk, 45 minutes, SE
Walk, 30 minutes, NE
Horse gallop, 33 minutes, NW
Walk, 46 minutes, NE
Walk, 1 hour 5 minutes, W
Horse gallop, 5 hours 39 minutes, NW
Horse gallop, 41 minutes, N
Walk, 5 hours 50 minutes, S
Horse gallop, 10 hours 7 minutes, E
Walk, 36 minutes, SW
Horse gallop, 3 hours 22 minutes, E
Horse trot, 3 hours 59 minutes, NE
Horse gallop, 47 minutes, N
Horse gallop, 5 hours 44 minutes, S
Elephant ride, 28 minutes, S
Walk, 10 hours 53 minutes, W
Horse trot, 8 hours 37 minutes, SW
Walk, 5 hours 16 minutes, SE
Walk, 28 minutes, N
Horse trot, 3 minutes, NE
Run, 3 hours 12 minutes, SW
Horse trot, 3 hours 25 minutes, S
Horse trot, 34 minutes, NW
Elephant ride, 9 hours 57 minutes, SW
Horse trot, 7 hours 24 minutes, NE
Walk, 3 hours 55 minutes, NW
Walk, 2 hours, N
Walk, 8 hours 8 minutes, SE
Elephant ride, 15 minutes, NW
Horse trot, 48 minutes, SW
Elephant ride, 5 minutes, NW
Run, 3 hours 48 minutes, E
Elephant ride, 10 hours 22 minutes, S
Run, 6 hours 8 minutes, SW
Walk, 2 hours 55 minutes, W
Elephant ride, 3 hours 4 minutes, E
Horse trot, 5 hours 17 minutes, NW
Horse trot, 40 minutes, S
Horse trot, 9 hours 54 minutes, S
Walk, 17 minutes, W
Walk, 56 minutes, SE
Horse gallop, 45 minutes, E
Elephant ride, 13 minutes, W
Horse trot, 25 minutes, S
Elephant ride, 58 minutes, SW
Run, 39 minutes, N
Horse gallop, 57 minutes, W
Horse gallop, 7 minutes, NW
Horse gallop, 1 minute, W
Horse trot, 52 minutes, S
Horse gallop, 2 hours 20 minutes, W
Walk, 22 minutes, N
Horse trot, 6 hours 13 minutes, S
Elephant ride, 6 hours 52 minutes, E
Horse gallop, 3 hours, SW
Horse trot, 33 minutes, S
Elephant ride, 26 minutes, N
Elephant ride, 4 hours 23 minutes, W
Horse gallop, 31 minutes, S
Horse gallop, 5 hours 40 minutes, W
Horse trot, 5 hours 28 minutes, SW
Elephant ride, 10 hours 20 minutes, S
Run, 9 minutes, S
Horse gallop, 24 minutes, S
Horse gallop, 53 minutes, SW
Horse trot, 3 hours 7 minutes, NE
Horse gallop, 21 minutes, S
Horse trot, 10 hours 7 minutes, SE
Run, 7 hours 16 minutes, NE
Horse trot, 51 minutes, SW
Horse trot, 50 minutes, E
Horse gallop, 3 hours 9 minutes, S
Elephant ride, 23 minutes, SW
Run, 2 hours 50 minutes, S
Horse gallop, 2 hours 20 minutes, SE
Horse trot, 48 minutes, SW
Run, 48 minutes, SE
Horse gallop, 52 minutes, E
Walk, 4 hours 12 minutes, SE
Run, 7 minutes, NW
Run, 41 minutes, NW
Elephant ride, 4 hours 4 minutes, NE
Horse trot, 5 hours 34 minutes, W
Elephant ride, 17 minutes, SE
Run, 3 hours 10 minutes, NW
Walk, 5 hours 52 minutes, E
Elephant ride, 46 minutes, NE
Elephant ride, 4 hours 54 minutes, N
Horse trot, 5 minutes, S
Run, 29 minutes, E
Horse gallop, 3 hours 30 minutes, S
Run, 5 hours 14 minutes, E
Horse gallop, 10 hours 14 minutes, SE
Walk, 58 minutes, NW
Horse gallop, 34 minutes, N
Horse trot, 20 minutes, NE
Horse gallop, 8 hours 45 minutes, E
Horse gallop, 23 minutes, W
Walk, 29 minutes, NE
Horse gallop, 27 minutes, NE
Horse gallop, 7 hours 20 minutes, N
Horse gallop, 10 hours 54 minutes, NW
Horse trot, 39 minutes, E
Horse gallop, 6 hours 2 minutes, E
Horse gallop, 23 minutes, NW
Run, 19 minutes, NW
Horse trot, 56 minutes, SW
Walk, 55 minutes, NE
Run, 4 hours 1 minute, E
Horse trot, 1 hour 47 minutes, S
Horse gallop, 1 hour 42 minutes, SW
Horse gallop, 46 minutes, E
Horse gallop, 4 minutes, E
Horse gallop, 33 minutes, W
Walk, 13 minutes, S
Walk, 1 hour 59 minutes, NE
Walk, 47 minutes, E
Run, 23 minutes, E
Horse trot, 34 minutes, SE
Run, 8 minutes, W
Elephant ride, 2 hours 12 minutes, NE
Run, 7 hours 11 minutes, SE
Walk, 33 minutes, N
Run, 9 hours 56 minutes, W
Elephant ride, 14 minutes, E
Elephant ride, 11 minutes, SW
Horse gallop, 14 minutes, S
Elephant ride, 17 minutes, NW
Run, 9 hours 46 minutes, NW
Elephant ride, 10 hours 29 minutes, NW
Walk, 3 minutes, N
Walk, 3 hours 58 minutes, SW
Walk, 1 hour 19 minutes, W
Horse trot, 2 hours 48 minutes, SW
Walk, 10 minutes, N
Horse gallop, 3 hours 50 minutes, SW
Horse trot, 10 hours 22 minutes, SE
Horse trot, 34 minutes, E
Walk, 34 minutes, NE
Elephant ride, 8 hours 31 minutes, N
Elephant ride, 4 hours 2 minutes, SE
Run, 7 hours 3 minutes, SW
Horse gallop, 10 minutes, SW
Run, 8 hours 53 minutes, W
Horse trot, 9 hours 56 minutes, E
Walk, 8 hours 4 minutes, N
Horse trot, 1 hour 39 minutes, E
Elephant ride, 38 minutes, NE
Run, 7 hours 9 minutes, W
Walk, 7 hours 29 minutes, NW
Horse gallop, 9 hours, N
Horse gallop, 58 minutes, SW
Run, 39 minutes, E
Elephant ride, 12 minutes, NE
Run, 30 minutes, SE
Horse trot, 24 minutes, E
Horse gallop, 8 minutes, SE
Walk, 31 minutes, SE
Horse gallop, 4 hours 51 minutes, W
Walk, 9 hours 2 minutes, SW
Run, 3 hours 51 minutes, NE
Run, 7 minutes, SE
Run, 4 minutes, E
Horse trot, 7 hours 34 minutes, SW
Walk, 3 minutes, E
Horse gallop, 9 minutes, NW
Run, 44 minutes, N
Walk, 15 minutes, SW
Horse gallop, 10 hours 59 minutes, N
Horse gallop, 36 minutes, SE
Run, 2 hours 11 minutes, NW
Run, 7 minutes, E
Elephant ride, 6 hours 38 minutes, W
Horse gallop, 7 minutes, SW
Horse trot, 23 minutes, N
Horse gallop, 44 minutes, NE
Run, 9 hours 3 minutes, NW
Run, 2 minutes, S
Run, 34 minutes, NE
Walk, 10 hours 13 minutes, SW
Horse gallop, 44 minutes, S
Horse gallop, 1 hour 6 minutes, SW
Run, 7 hours 37 minutes, S
Horse trot, 7 hours 2 minutes, N
Horse gallop, 3 hours 7 minutes, E
Walk, 41 minutes, SE
Elephant ride, 3 minutes, NE
Elephant ride, 7 hours 47 minutes, E
Elephant ride, 55 minutes, S
Walk, 52 minutes, NE
Horse gallop, 22 minutes, SW
Elephant ride, 8 minutes, S
Walk, 19 minutes, E
Run, 7 hours 27 minutes, SE
Run, 34 minutes, W
Horse gallop, 7 hours 32 minutes, NW
Horse trot, 49 minutes, SE
Walk, 8 minutes, S
Elephant ride, 26 minutes, N
Run, 10 minutes, E
Walk, 2 hours 53 minutes, SW
Horse gallop, 2 minutes, E
Walk, 58 minutes, SW
Horse trot, 16 minutes, N
Horse trot, 49 minutes, SE
Horse trot, 49 minutes, NW
